Date,Open,High,Low,Close,Adjusted Close,Volume,Name
2024-06-07,362.21,368.54,362.0,367.91,371.49,80170134.0,Microsoft Corp.
2024-06-06,359.53,363.03,358.81,362.21,365.65,86750772.0,Microsoft Corp.
2024-06-05,362.24,362.55,358.12,359.53,356.49,79702914.0,Microsoft Corp.
2024-06-04,366.71,367.61,360.79,362.24,362.85,63298372.0,Microsoft Corp.
2024-06-03,370.91,371.61,366.48,366.71,365.63,51722320.0,Microsoft Corp.
2024-05-31,370.75,371.27,370.28,370.91,370.64,68100699.0,Microsoft Corp.
2024-05-30,365.34,371.6,364.83,370.75,368.43,72966789.0,Microsoft Corp.
2024-05-29,357.55,365.93,357.3,365.34,363.71,90804335.0,Microsoft Corp.
2024-05-28,347.76,358.04,347.52,357.55,358.41,83423744.0,Microsoft Corp.
2024-05-27,354.4,354.61,346.94,347.76,347.45,88019582.0,Microsoft Corp.
2024-05-24,360.19,360.82,353.84,354.4,357.17,86805730.0,Microsoft Corp.
2024-05-23,359.49,360.47,359.08,360.19,363.44,73930984.0,Microsoft Corp.
2024-05-22,361.83,362.42,359.17,359.49,357.92,54345760.0,Microsoft Corp.
2024-05-21,354.82,361.98,353.99,361.83,358.54,93824588.0,Microsoft Corp.
2024-05-20,356.19,358.14,354.67,354.82,357.66,78267184.0,Microsoft Corp.
2024-05-17,354.13,358.32,353.16,356.19,356.79,54463418.0,Microsoft Corp.
2024-05-16,344.22,355.37,343.54,354.13,355.03,55001045.0,Microsoft Corp.
2024-05-15,338.7,345.81,338.62,344.22,343.91,60155224.0,Microsoft Corp.
2024-05-14,334.72,339.36,333.83,338.7,340.02,75301054.0,Microsoft Corp.
2024-05-13,332.39,334.84,332.37,334.72,335.59,51635156.0,Microsoft Corp.
2024-05-10,330.22,332.77,329.59,332.39,332.54,57468810.0,Microsoft Corp.
2024-05-09,336.07,336.14,329.59,330.22,333.32,92055856.0,Microsoft Corp.
2024-05-08,341.44,342.04,335.28,336.07,336.43,53912942.0,Microsoft Corp.
2024-05-07,337.68,341.64,336.52,341.44,338.53,62460255.0,Microsoft Corp.
2024-05-06,340.82,341.28,336.46,337.68,341.01,99907857.0,Microsoft Corp.
2024-05-03,334.63,341.8,333.62,340.82,341.01,56285088.0,Microsoft Corp.
2024-05-02,332.59,334.64,330.5,334.63,337.25,71496823.0,Microsoft Corp.
2024-05-01,337.2,338.36,331.78,332.59,329.56,96136438.0,Microsoft Corp.
2024-04-30,337.87,339.3,336.6,337.2,340.36,86869124.0,Microsoft Corp.
2024-04-29,330.88,339.31,330.78,337.87,334.57,70241658.0,Microsoft Corp.
2024-04-26,336.99,337.12,330.75,330.88,333.94,78728561.0,Microsoft Corp.
2024-04-25,343.33,343.77,336.66,336.99,335.12,57136029.0,Microsoft Corp.
2024-04-24,340.09,344.76,339.78,343.33,345.86,96615351.0,Microsoft Corp.
2024-04-23,342.03,343.66,339.4,340.09,338.63,69857417.0,Microsoft Corp.
2024-04-22,339.6,343.27,339.58,342.03,341.17,67352494.0,Microsoft Corp.
2024-04-19,338.49,339.86,337.19,339.6,342.74,63046468.0,Microsoft Corp.
2024-04-18,344.77,345.79,337.68,338.49,339.06,79933823.0,Microsoft Corp.
2024-04-17,341.72,348.01,340.9,344.77,346.47,94620658.0,Microsoft Corp.
2024-04-16,347.03,347.09,340.62,341.72,342.74,63021573.0,Microsoft Corp.
2024-04-15,347.46,348.38,346.82,347.03,344.38,93109628.0,Microsoft Corp.
2024-04-12,348.54,349.31,347.26,347.46,344.81,70088365.0,Microsoft Corp.
2024-04-11,340.2,348.98,339.66,348.54,345.45,85154828.0,Microsoft Corp.
2024-04-10,333.6,340.91,333.01,340.2,339.99,77345820.0,Microsoft Corp.
2024-04-09,328.64,334.87,327.36,333.6,330.34,72903535.0,Microsoft Corp.
2024-04-08,324.58,329.12,324.47,328.64,328.59,88791628.0,Microsoft Corp.
2024-04-05,318.24,326.1,318.22,324.58,322.06,55562067.0,Microsoft Corp.
2024-04-04,316.64,319.28,316.03,318.24,320.83,71288948.0,Microsoft Corp.
2024-04-03,314.88,318.76,314.14,316.64,316.16,70814992.0,Microsoft Corp.
2024-04-02,307.01,315.8,306.45,314.88,315.25,54578238.0,Microsoft Corp.
2024-04-01,300.0,308.27,299.17,307.01,308.71,95791733.0,Microsoft Corp.
