Date,Open,High,Low,Close,Adjusted Close,Volume,Name
2024-06-07,191.75,192.27,188.46,189.69,190.54,76658609.0,Apple Inc.
2024-06-06,190.36,192.28,189.54,191.75,190.59,75533478.0,Apple Inc.
2024-06-05,189.22,190.69,188.9,190.36,190.33,50498863.0,Apple Inc.
2024-06-04,190.06,190.98,188.44,189.22,189.51,74850677.0,Apple Inc.
2024-06-03,187.6,190.56,186.05,190.06,190.07,99913224.0,Apple Inc.
2024-05-31,188.93,189.74,186.68,187.6,188.71,90869792.0,Apple Inc.
2024-05-30,184.24,189.45,183.77,188.93,189.43,71130343.0,Apple Inc.
2024-05-29,187.67,189.15,183.18,184.24,185.69,77460368.0,Apple Inc.
2024-05-28,186.78,188.03,186.71,187.67,187.27,93167705.0,Apple Inc.
2024-05-27,189.42,189.64,185.23,186.78,188.55,60192257.0,Apple Inc.
2024-05-24,189.04,191.4,188.53,189.42,188.45,61616410.0,Apple Inc.
2024-05-23,186.39,189.13,186.29,189.04,188.15,67882750.0,Apple Inc.
2024-05-22,189.25,189.55,185.82,186.39,185.89,74390485.0,Apple Inc.
2024-05-21,190.15,190.24,188.26,189.25,187.71,74190239.0,Apple Inc.
2024-05-20,186.35,190.98,184.16,190.15,190.41,74883825.0,Apple Inc.
2024-05-17,181.22,188.97,180.64,186.35,186.94,64716695.0,Apple Inc.
2024-05-16,176.38,182.79,174.98,181.22,182.49,83999533.0,Apple Inc.
2024-05-15,179.39,179.42,174.98,176.38,176.91,82474983.0,Apple Inc.
2024-05-14,181.47,183.01,178.48,179.39,180.27,84968898.0,Apple Inc.
2024-05-13,179.61,181.83,178.82,181.47,180.84,86635193.0,Apple Inc.
2024-05-10,182.84,183.48,178.85,179.61,178.66,51989173.0,Apple Inc.
2024-05-09,181.1,183.2,179.95,182.84,183.61,67465321.0,Apple Inc.
2024-05-08,180.07,182.1,178.9,181.1,180.1,92632984.0,Apple Inc.
2024-05-07,181.89,181.96,180.03,180.07,180.61,53886402.0,Apple Inc.
2024-05-06,178.45,183.25,178.15,181.89,182.59,68992383.0,Apple Inc.
2024-05-03,177.95,179.27,177.76,178.45,178.63,62240032.0,Apple Inc.
2024-05-02,178.25,179.45,175.49,177.95,176.75,81725526.0,Apple Inc.
2024-05-01,179.22,180.33,178.19,178.25,176.49,64650271.0,Apple Inc.
2024-04-30,181.59,181.77,179.19,179.22,179.81,93369428.0,Apple Inc.
2024-04-29,179.68,182.06,177.76,181.59,180.14,87890300.0,Apple Inc.
2024-04-26,180.66,181.64,179.61,179.68,177.92,89769056.0,Apple Inc.
2024-04-25,180.38,181.0,180.12,180.66,181.05,99742523.0,Apple Inc.
2024-04-24,179.26,180.69,179.08,180.38,181.81,95075554.0,Apple Inc.
2024-04-23,180.12,180.96,177.37,179.26,178.05,92058334.0,Apple Inc.
2024-04-22,182.09,183.02,179.72,180.12,178.62,75297197.0,Apple Inc.
2024-04-19,184.1,185.13,181.93,182.09,182.61,77097584.0,Apple Inc.
2024-04-18,185.84,186.46,183.3,184.1,185.13,61275612.0,Apple Inc.
2024-04-17,181.91,186.52,181.57,185.84,187.28,77674903.0,Apple Inc.
2024-04-16,176.87,182.3,176.45,181.91,183.36,96315618.0,Apple Inc.
2024-04-15,180.29,180.62,175.46,176.87,177.67,86481541.0,Apple Inc.
2024-04-12,177.56,182.05,177.32,180.29,179.75,86998516.0,Apple Inc.
2024-04-11,175.79,177.9,175.78,177.56,176.98,53451356.0,Apple Inc.
2024-04-10,171.78,176.85,171.52,175.79,176.26,55130397.0,Apple Inc.
2024-04-09,174.77,175.23,171.49,171.78,173.16,62707035.0,Apple Inc.
2024-04-08,176.93,177.65,173.31,174.77,176.16,93703467.0,Apple Inc.
2024-04-05,179.12,180.59,176.54,176.93,175.49,72487056.0,Apple Inc.
2024-04-04,177.35,179.42,177.03,179.12,178.19,70818992.0,Apple Inc.
2024-04-03,174.46,177.47,173.76,177.35,177.46,62580031.0,Apple Inc.
2024-04-02,169.78,174.63,168.81,174.46,174.65,87327394.0,Apple Inc.
2024-04-01,170.0,170.74,169.69,169.78,170.86,90820227.0,Apple Inc.
